0.195055	0.780221	
1.950554	2.808797	
3.315941	4.330229	
5.266495	6.553860	
13.302776	13.770909	
15.331352	17.242894	
18.179160	19.895647	
21.417079	21.885212	
25.903353	26.956652	
32.379191	32.925346	
35.929198	36.358320	
38.933051	40.220417	
41.429760	42.092948	
46.072078	46.657244	
47.632520	48.178675	
51.182528	51.689672	
56.605067	57.190233	
79.894678	80.986988	
84.585487	85.395239	
87.111727	88.438103	
93.548554	93.829042	
95.460096	96.357351	
97.176583	97.761750	
102.833189	103.301322	
104.432643	105.255747	
107.163418	108.255728	
112.362600	112.760695	
113.639256	114.692555	
133.222815	133.807981	
140.673930	142.585473	
144.848115	146.447569	
164.509696	165.289917	
165.758050	166.343216	
167.240471	168.137726	
169.191025	170.517401	
175.549830	175.978951	
181.947646	182.376767	
182.727867	183.039956	
184.015233	184.327321	
184.600399	185.029520	
191.622392	192.051514	
208.475175	208.982319	
209.723530	210.152652	
211.635072	212.142216	
212.415294	212.922438	
214.287825	214.833980	
218.227944	218.930143	
225.444992	225.874114	
228.019723	228.643900	
230.516432	230.984565	
231.998853	232.935118	
233.247207	233.793362	
253.376921	254.157142	
256.926928	258.058250	
258.565394	259.579681	
263.363756	264.143977	
264.729143	265.665409	
265.899475	266.211564	
298.200644	299.292954	
304.598460	304.988571	 
8.630000	9.800954	
10.140000	10.800000	
22.880000	23.010000	
24.260000	24.440000	
27.820000	28.000000	
29.920000	30.150000	
31.270000	31.430000	
33.640000	33.730000	
36.910000	37.060000	
44.170000	44.310000	
44.710000	44.890000	
49.410000	49.570000	
52.300000	52.540000	
53.890000	54.080000	
54.200000	54.380000	
58.010000	58.120000	
60.200000	60.350000	
60.560000	60.720000	
61.080000	61.250000	
63.230000	63.420000	
64.510000	64.730000	
66.110000	66.320000	
66.490000	68.120000	
68.360000	68.710000	
70.060000	70.550000	
72.210000	72.370000	
73.550000	73.680000	
75.260000	75.470000	
76.780000	76.960000	
78.880000	79.150000	
82.250000	82.440000	
82.560000	82.790000	
88.850000	89.020000	
91.030000	91.230000	
91.970000	92.110000	
93.970000	94.190000	
94.500000	94.650000	
98.300000	98.760000	
99.560000	99.720000	
109.290000	109.510000	
111.420000	111.620000	
112.900000	113.200000	
117.000000	117.270000	
119.800000	119.980000	
122.340000	122.550000	
123.490000	123.720000	
127.180000	127.370000	
128.450000	128.620000	
129.860000	130.150000	
134.900000	135.170000	
136.430000	136.650000	
137.720000	137.930000	
138.480000	138.710000	
139.690000	139.910000	
143.630000	143.780000	
147.660000	147.830000	
151.120000	151.230000	
151.630000	151.890000	
153.110000	153.270000	
154.020000	154.200000	
157.500000	157.740000	
158.760000	159.050000	
160.330000	160.510000	
161.500000	161.630000	
162.160000	162.430000	
168.810000	169.020000	
171.870000	172.000000	
172.620000	173.030000	
174.640000	174.920000	
176.290000	176.510000	
178.440000	178.770000	
179.150000	179.830000	
185.980000	186.280000	
186.910000	187.070000	
193.450000	193.660000	
194.270000	194.460000	
195.950000	196.180000	
197.390000	197.630000	
198.060000	198.180000	
199.170000	199.330000	
199.980000	200.200000	
201.690000	201.920000	
205.090000	206.070000	
210.480000	210.680000	
215.680000	215.880000	
217.510000	217.690000	
219.210000	219.430000	
219.590000	219.750000	
220.760000	220.930000	
222.290000	222.460000	
222.830000	223.080000	
226.660000	226.870000	
234.650000	234.730000	
234.750000	235.000000	
236.620000	236.840000	
237.370000	237.510000	
238.770000	239.040000	
242.650000	242.910000	
243.990000	244.220000	
245.320000	245.580000	
246.370000	246.570000	
247.310000	247.480000	
248.160000	248.380000	
250.240000	250.480000	
254.710000	254.980000	
255.500000	255.790000	
256.140000	256.400000	
260.180000	260.510000	
260.700000	261.090000	
261.680000	262.000000	
262.180000	262.580000	
266.650000	266.990000	
267.580000	267.760000	
270.500000	270.730000	
272.140000	272.790000	
273.360000	273.690000	
273.830000	274.250000	
274.950000	275.640000	
276.000000	276.140000	
276.490000	276.720000	
277.250000	277.640000	
277.770000	278.170000	
279.690000	279.830000	
279.980000	280.400000	
282.400000	282.630000	
283.360000	284.070000	
285.300000	285.540000	
287.040000	287.250000	
289.190000	289.880000	
290.070000	290.560000	
291.640000	291.860000	
293.000000	293.210000	
294.700000	295.250000	
296.690000	297.150000	
301.660000	302.420000	
303.050000	303.250000	
306.160000	306.540000	
307.840000	308.030000	
309.080000	309.310000	
310.260000	310.850000	
312.310000	312.860000	
313.850000	314.020000	
314.430000	314.670000	
314.790000	314.970000	
316.140000	316.360000	
316.470000	316.610000	
