0.690012	1.158145	
2.718588	4.630130	
5.566396	7.282883	
8.804315	9.272448	
10.267236	10.397236	
11.647236	11.827236	
13.290589	14.343888	
15.207236	15.387236	
17.307236	17.537236	
18.657236	18.817236	
19.766427	20.312582	
21.027236	21.117236	
23.316434	23.745556	
24.297236	24.447236	
26.320287	27.607653	
28.816996	29.480184	
31.557236	31.697236	
32.097236	32.277236	
33.459314	34.044480	
35.019756	35.565911	
36.797236	36.957236	
38.569764	39.076908	
39.687236	39.927236	
41.277236	41.467236	
41.587236	41.767236	
43.992303	44.577469	
45.397236	45.507236	
47.587236	47.737236	
47.947236	48.107236	
48.467236	48.637236	
50.617236	50.807236	
51.897236	52.117236	
53.497236	53.707236	
53.877236	55.507236	
55.747236	56.097236	
57.447236	57.937236	
59.597236	59.757236	
60.937236	61.067236	
62.647236	62.857236	
64.167236	64.347236	
66.267236	66.537236	
67.281914	68.374224	
69.637236	69.827236	
69.947236	70.177236	
71.972723	72.782475	
74.498963	75.825339	
76.237236	76.407236	
78.417236	78.617236	
79.357236	79.497236	
80.935790	81.216278	
81.357236	81.577236	
81.887236	82.037236	
82.847332	83.744587	
84.563819	85.148986	
85.687236	86.147236	
86.947236	87.107236	
90.220425	90.688558	
91.819879	92.642983	
94.550654	95.642964	
96.677236	96.897236	
98.807236	99.007236	
99.749836	100.147931	
100.287236	100.587236	
101.026492	102.079791	
104.387236	104.657236	
107.187236	107.367236	
109.727236	109.937236	
110.877236	111.107236	
114.567236	114.757236	
115.837236	116.007236	
117.247236	117.537236	
120.610051	121.195217	
122.287236	122.557236	
123.817236	124.037236	
125.107236	125.317236	
125.867236	126.097236	
127.077236	127.297236	
128.061166	129.972709	
131.017236	131.167236	
132.235351	133.834805	
135.047236	135.217236	
138.507236	138.617236	
139.017236	139.277236	
140.497236	140.657236	
141.407236	141.587236	
144.887236	145.127236	
146.147236	146.437236	
147.717236	147.897236	
148.887236	149.017236	
149.547236	149.817236	
150.520346	150.760346	
151.190346	151.310346	
152.300346	152.460346	
153.110346	153.330346	
154.820346	155.050346	
158.220346	159.200346	
161.605521	162.112665	
162.853876	163.282998	
163.610346	163.810346	
164.765418	165.272562	
165.545640	166.052784	
167.418171	167.964326	
168.810346	169.010346	
170.640346	170.820346	
171.358290	172.060489	
172.340346	172.560346	
172.720346	172.880346	
173.890346	174.060346	
175.420346	175.590346	
175.960346	176.210346	
178.575338	179.004460	
179.790346	180.000346	
181.150069	181.774246	
183.646778	184.114911	
185.129199	186.065464	
186.377553	186.923708	
187.780346	187.860346	
187.880346	188.130346	
189.750346	189.970346	
190.500346	190.640346	
191.900346	192.170346	
195.780346	196.040346	
197.120346	197.350346	
198.450346	198.710346	
199.500346	199.700346	
200.440346	200.610346	
201.290346	201.510346	
203.370346	203.610346	
206.507267	207.287488	
207.840346	208.110346	
208.630346	208.920346	
209.270346	209.530346	
210.057274	211.188596	
211.695740	212.710027	
213.310346	213.640346	
213.830346	214.220346	
214.810346	215.130346	
215.310346	215.710346	
216.494102	217.274323	
217.859489	218.795755	
219.029821	219.341910	
219.780346	220.120346	
220.710346	220.890346	
223.630346	223.860346	
225.270346	225.920346	
226.490346	226.820346	
226.960346	227.380346	
228.080346	228.770346	
229.130346	229.270346	
229.620346	229.850346	
230.380346	230.770346	
230.900346	231.300346	
232.820346	232.960346	
233.110346	233.530346	
235.530346	235.760346	
236.490346	237.200346	
238.430346	238.670346	
240.170346	240.380346	
242.320346	243.010346	
243.200346	243.690346	
244.770346	244.990346	
246.130346	246.340346	
247.830346	248.380346	
249.820346	250.280346	
251.330990	252.423300	
254.790346	255.550346	
256.180346	256.380346	
257.728806	258.118917	 
259.290346	259.670346	
260.970346	261.160346	
262.210346	262.440346	
263.390346	263.980346	
265.440346	265.990346	
266.980346	267.150346	
267.560346	267.800346	
267.920346	268.100346	
269.270346	269.490346	
269.600346	269.740346	
